4es,DATE,D,TYPE,,COLOR,O,V,V,BUILD,TS R,üî•,SM,T1,WAX,T2,BAG,BOX,GEWICHT,BOX,LAB,üì©,‚û°Ô∏è,T&T,OPMERKINGEN
1363,29-7-2024,264,INNATO C#4,432,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO M,31 x 31 x 31,1.6,TRUE,TRUE,FALSE,TRUE,,
1365,31-7-2024,262,NATEY C4,432,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY L,17 x 12 x 13,0.5,TRUE,TRUE,FALSE,TRUE,,
1366,1-8-2024,261,INNATO F3,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,35 x 35 x 35,2.6,TRUE,TRUE,FALSE,TRUE,,
1367,2-8-2024,260,ZEN L,,,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ZEN L,20 x 16 x 14,0.6,TRUE,TRUE,FALSE,TRUE,,
1368,6-8-2024,256,INNATO A3,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO L,35 x 35 x 35,2.0,TRUE,TRUE,FALSE,TRUE,,
1369,8-8-2024,254,INNATO A3,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,31 x 31 x 31,1.9,TRUE,TRUE,FALSE,TRUE,,
1370,9-8-2024,253,INNATO F#3,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XXL,35 x 35 x 35,2.3,TRUE,TRUE,FALSE,TRUE,,
1371,9-8-2024,253,NATEY A4,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NATEY S,17 x 12 x 13,0.2,TRUE,TRUE,FALSE,TRUE,,
1372,10-8-2024,252,INNATO G3,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XXL,35 x 35 x 35,2.2,TRUE,TRUE,FALSE,TRUE,,
1373,13-8-2024,249,INNATO A3,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,35 x 35 x 35,2.0,TRUE,TRUE,FALSE,TRUE,,
1374,14-8-2024,248,INNATO A3,432,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,31 x 31 x 31,2.0,TRUE,TRUE,FALSE,TRUE,,
1375,14-8-2024,248,INNATO D4,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO M,31 x 31 x 31,1.5,TRUE,TRUE,FALSE,TRUE,,
1376,14-8-2024,248,INNATO A3,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,samen,,TRUE,TRUE,FALSE,TRUE,,
1376,14-8-2024,248,INNATO A3,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,samen,,TRUE,TRUE,FALSE,TRUE,,
1376,14-8-2024,248,INNATO A3,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,samen,,TRUE,TRUE,FALSE,TRUE,,
1376,14-8-2024,248,INNATO C4,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,samen,,TRUE,TRUE,FALSE,TRUE,,
1376,14-8-2024,248,INNATO C4,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,samen,,TRUE,TRUE,FALSE,TRUE,,
1376,14-8-2024,248,INNATO C4,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,50x50x50,8.7,TRUE,TRUE,FALSE,TRUE,,
1377,17-8-2024,245,NATEY A4,432,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY S,17 x 12 x 13,0.2,TRUE,TRUE,FALSE,TRUE,,
1379,20-08-2024,242,INNATO C#4,432,B,TRUE,TRUE,TRUE,30-09-2024,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,1.7,TRUE,TRUE,FALSE,TRUE,,
1380,21-8-2024,241,INNATO E4,440,T,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,1.5,TRUE,TRUE,FALSE,TRUE,,
1381,22-8-2024,240,INNATO Bb3,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,1..9,TRUE,TRUE,FALSE,TRUE,,
1382,24-8-2024,238,DOUBLE C4,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,20 x 20 x 20,.5,TRUE,TRUE,FALSE,TRUE,,
1383,25-8-2024,237,INNATO Bb3,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,1.6,TRUE,TRUE,FALSE,TRUE,,
1384,25-8-2024,237,NATEY G#4,432,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,17 x 12 x 13,.3,TRUE,TRUE,FALSE,TRUE,,
1385,27-8-2024,235,NATEY G3,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,30 x 12 x 12,0.5,TRUE,TRUE,FALSE,TRUE,,
1386,27-8-2024,235,NATEY D4,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO M,17 x 12 x 13,0.4,TRUE,TRUE,FALSE,TRUE,,
1387,27-8-2024,235,INNATO D4,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,1.8,TRUE,TRUE,FALSE,TRUE,voor alan,
1387,27-8-2024,235,NATEY D4,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,samen,,TRUE,TRUE,FALSE,TRUE,,
1388,31-8-2024,231,ZEN M,440,T,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,17 x 12 x 13,0.4,TRUE,TRUE,FALSE,TRUE,,
1389,2-9-2024,229,INNATO C4,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,1.5,TRUE,TRUE,FALSE,TRUE,,
1390,4-9-2024,227,NATEY F4,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,30 x 12 x 12,.4,TRUE,TRUE,FALSE,TRUE,,
1391,4-9-2024,227,INNATO E4,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,TRUE,maarten,
1364,31-7-2024,262,INNATO Bb3,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,1.9,TRUE,TRUE,FALSE,TRUE,,
1392,5-9-2024,226,INNATO A3,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,2.2￼,TRUE,TRUE,FALSE,TRUE,samen,
1392,05-09-2024,226,NATEY G3,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,samen,,TRUE,TRUE,FALSE,TRUE,samen,
1393,5-9-2024,226,NATEY G4,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,17 x 12 x 13,.4,TRUE,TRUE,FALSE,TRUE,ophalen,
1409,26-9-2024,205,NATEY C4,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,30 x 12 x 12,.5,TRUE,TRUE,FALSE,TRUE,dringend!,
1414,28-9-2024,203,INNATO Bb3,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,2.0,TRUE,TRUE,FALSE,TRUE,,
1394,6-9-2024,225,INNATO G3,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,35 x 35 x 35,2.3,TRUE,TRUE,FALSE,TRUE,,
1407,24-9-2024,207,NATEY C4,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,30 x 12 x 12,0.5,TRUE,TRUE,FALSE,TRUE,,
1395,8-9-2024,223,NATEY C4,432,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,30 x 12 x 12,0.5,TRUE,TRUE,FALSE,TRUE,,
1396,8-9-2024,223,DOUBLE B3,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,20 x 16 x 14,0.8,TRUE,TRUE,FALSE,TRUE,,
1397,11-9-2024,220,INNATO G3,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,283021255789,
1398,12-9-2024,219,ZEN M,440,T,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,20 x 16 x 14,0.4,TRUE,TRUE,FALSE,TRUE,,
1399,13-9-2024,218,NATEY C4,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,30 x 12 x 12,.5,TRUE,TRUE,FALSE,TRUE,,
1400,13-9-2024,218,INNATO Bb3,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,2,TRUE,TRUE,FALSE,TRUE,,
1401,15-9-2024,216,INNATO D4,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,1.4,TRUE,TRUE,FALSE,TRUE,,
1402,15-9-2024,216,NATEY A4,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,17 x 12 x 13,0.2,TRUE,TRUE,FALSE,TRUE,,
1403,16-9-2024,215,INNATO A3,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,1.8,TRUE,TRUE,FALSE,TRUE,,
1404,17-9-2024,214,INNATO B3,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,1.8,TRUE,TRUE,FALSE,TRUE,,
1405,21-9-2024,210,INNATO E4,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,1.4,TRUE,TRUE,FALSE,TRUE,,
1406,23-9-2024,208,INNATO E4,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,1.3,TRUE,TRUE,FALSE,TRUE,,
1408,26-9-2024,205,INNATO C4,432,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,1.7,TRUE,TRUE,FALSE,TRUE,,
1410,26-9-2024,205,INNATO C#4,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,samen,,TRUE,TRUE,FALSE,TRUE,wordt opgehaald,
1410,26-9-2024,205,DOUBLE C#4,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,2.3,TRUE,TRUE,FALSE,TRUE,wordt opgehaald,
1411,27-9-2024,204,INNATO A3,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,FALSE,TRUE,mee naar india,
1412,27-9-2024,204,INNATO A3,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,1.8,TRUE,TRUE,FALSE,TRUE,new adress,
1413,27-9-24,204,ZEN M,440,T,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,17 x 12 x 13,.5,TRUE,TRUE,FALSE,TRUE,,
1415,28-9-2024,203,INNATO Bb3,432,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,FALSE,TRUE,Samen met 1425,
1416,2-10-2024,199,NATEY A4,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,2,TRUE,TRUE,FALSE,TRUE,samen,
1416,2-10-2024,199,DOUBLE C4,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,samen,,TRUE,TRUE,FALSE,TRUE,melodic,
1416,2-10-2024,199,DOUBLE G3,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,samen,,TRUE,TRUE,FALSE,TRUE,melodic,
1274,spoed,,INNATO A3,440,T,TRUE,TRUE,TRUE,10-11-2024,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,staat klaar in atelier,FALSE,FALSE,TRUE,TRUE,,
1417,2-10-2024,199,NATEY A4,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,17 x 12 x 13,.3,TRUE,TRUE,FALSE,TRUE,,
1418,2-10-2024,199,ZEN M,440,T,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,17 x 12 x 13,,WAAR1,TRUE,FALSE,TRUE,,
1420,3-10-2024,198,NATEY A4,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO M,30 x 12 x 12,.5,TRUE,TRUE,FALSE,TRUE,,
,,,,,,,,,,,,,,,,,,,,,,,,
1422,8-10-2024,193,INNATO E4,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,1.4,TRUE,TRUE,FALSE,TRUE,,
1423,9-10-2024,192,ZEN M,440,T,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,17 x 12 x 13,.4,TRUE,TRUE,FALSE,TRUE,,
1424,11-10-2024,190,INNATO Bb3,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,1.9,TRUE,TRUE,FALSE,TRUE,,
1425,12-10-2024,189,INNATO E4,432,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,35 x 35 x 35,2.8,TRUE,TRUE,FALSE,TRUE,Samen met 1415,
1426,13-10-2024,188,INNATO G3,432,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,31 x 31 x 31,2.3,TRUE,TRUE,TRUE,TRUE,,
1427,13-10-2024,188,NATEY G#4,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY S,,0.5,TRUE,TRUE,TRUE,TRUE,,
1436,30-10-2024,171,NATEY F4,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY S,15x15x15,0.5,TRUE,TRUE,TRUE,TRUE,,
1428,13-10-2024,188,NATEY F4,432,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,17 x 12 x 13,.3,TRUE,TRUE,FALSE,TRUE,,
1429,13-10-2024,188,INNATO A3,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,2,TRUE,TRUE,TRUE,TRUE,,
1430,17-10-2024,184,INNATO C4,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,31 x 31 x 31,1.8,TRUE,TRUE,TRUE,TRUE,,
1431,18-10-2024,183,NATEY D4,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY M,30 x 12 x 12,0.6,TRUE,TRUE,TRUE,TRUE,,
,18-10-2024,183,NATEY G#4,432,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,
1432,20-10-2024,181,NATEY A4,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO L,31 x 31 x 31,,TRUE,TRUE,FALSE,TRUE,,
,20-10-2024,181,INNATO C#4,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,2,TRUE,TRUE,FALSE,TRUE,,
1433,22-10-2024,179,NATEY G4,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY S,15x15x15,0.5,TRUE,TRUE,TRUE,TRUE,,
1434,27-10-2024,174,INNATO A3,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,2.1,TRUE,TRUE,TRUE,TRUE,,
1435,28-10-2024,173,INNATO C4,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO L,31 x 31 x 31,"1,8",TRUE,TRUE,FALSE,TRUE,,
1437,2-11-2024,168,INNATO A3,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,31 x 31 x 31,"2,2",TRUE,TRUE,FALSE,TRUE,,
1438,3-11-2024,167,INNATO B3,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO L,31 x 31 x 31,2,TRUE,TRUE,TRUE,TRUE,,
1439,5-11-2024,165,INNATO A3,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,35 x 35 x 35,3.3,TRUE,TRUE,TRUE,TRUE,,
,5-11-2024,165,NATEY D4,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY M,,,TRUE,TRUE,TRUE,TRUE,,
,5-11-2024,165,DOUBLE Bb3,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,DOUBLE M,,,TRUE,TRUE,TRUE,TRUE,,
1440,6-11-2024,164,INNATO C4,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO M,31 x 31 x 31,1.8,TRUE,TRUE,TRUE,TRUE,,
1441,6-11-2024,164,INNATO Bb3,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO L,31 x 31 x 31,2.3,TRUE,TRUE,FALSE,TRUE,,
1443,8-11-2024,162,INNATO C4,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO M,31 x 31 x 31,1.8,TRUE,TRUE,FALSE,TRUE,,
1444,8-11-2024,162,INNATO A3,432,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO L,31 x 31 x 31,2,TRUE,TRUE,FALSE,TRUE,,
1445,10-11-2024,160,NATEY Bb3,432,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NATEY M,20 x 20 x 20,0.5,FALSE,TRUE,FALSE,TRUE,,
1446,10-11-2024,160,NATEY C4,432,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO S,20 x 20 x 20,.6,TRUE,TRUE,FALSE,TRUE,,
1447,13-11-2024,157,INNATO D4,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,35 x 35 x 35,3.2,TRUE,TRUE,FALSE,TRUE,,
,13-11-2024,157,INNATO B3,440,T,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,FALSE,TRUE,,
1448,13-11-2024,157,NATEY G4,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY S,15x15x15,.5,TRUE,TRUE,FALSE,TRUE,,
1449,13-11-2024,157,ZEN M,440,T,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ZEN M,15x15x15,.5,TRUE,TRUE,FALSE,TRUE,,
1450,14-11-2024,156,ZEN M,440,T,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ZEN M,15x15x15,.5,TRUE,TRUE,FALSE,TRUE,,
1451,14-11-2024,156,INNATO G3,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XXL,35 x 35 x 35,2.7,TRUE,TRUE,FALSE,TRUE,,
1452,14-11-2024,156,ZEN M,440,T,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ZEN M,15x15x15,.5,TRUE,TRUE,FALSE,TRUE,,
1453,15-11-2024,155,ZEN M,440,T,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ZEN M,15x15x15,.5,TRUE,TRUE,FALSE,TRUE,,
1454,15-11-2024,155,ZEN M,440,T,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ZEN M,15x15x15,0.5,FALSE,TRUE,TRUE,TRUE,,
1455,16-11-2024,154,INNATO C4,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO M,31 x 31 x 31,2.4,TRUE,TRUE,FALSE,TRUE,,
1455,,,INNATO C4,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,FALSE,TRUE,,
,,,DOUBLE C4,440,B,TRUE,TRUE,TRUE,12-12-2024,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DOUBLE M,,,TRUE,TRUE,FALSE,TRUE,,
