4es,DATE,D,TYPE,,COLOR,O,V,V,BUILD,TS R,üî•,SM,T1,WAX,T2,BAG,BOX,GEWICHT,BOX,LAB,üì©,‚û°Ô∏è,T&T,OPMERKINGEN
1455,,,DOUBLE C4,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO M,30x30x30,2.5,TRUE,FALSE,FALSE,TRUE,,
1456,16-11-2024,154,INNATO C4,432,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO M,30x30x30,1.8,TRUE,TRUE,FALSE,TRUE,,
1458,16-11-2024,154,INNATO E4,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,INNATO S,31 x 31 x 31,1.6,TRUE,TRUE,FALSE,TRUE,,
1459,17-11-2024,153,INNATO E4,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,INNATO S,31 x 31 x 31,1.6,TRUE,TRUE,FALSE,TRUE,,
1460,19-11-2024,151,INNATO E4,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,30x30x30,1.7,TRUE,TRUE,FALSE,TRUE,,
1461,19-11-2024,151,ZEN M,,T,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ZEN M,15x15x15,.5,TRUE,TRUE,FALSE,TRUE,,
1462,21-11-2024,149,INNATO A3,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,31 x 31 x 31,2,TRUE,TRUE,FALSE,TRUE,,
1463,24-11-2024,146,ZEN L,,T,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ZEN L,20 x 20 x 20,.7,TRUE,TRUE,FALSE,TRUE,,
1464,24-11-2024,146,NATEY A3,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY L,30 x 12 x 12,.6,TRUE,TRUE,FALSE,TRUE,,
1465,25-11-2024,145,INNATO A3,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,,,TRUE,TRUE,FALSE,TRUE,,
,,,INNATO A3,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,,,TRUE,TRUE,FALSE,TRUE,,
,,,INNATO A3,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,,,TRUE,TRUE,FALSE,TRUE,,
,,,INNATO C4,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO M,,,TRUE,TRUE,FALSE,TRUE,,
,,,INNATO C4,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO M,,,TRUE,TRUE,FALSE,TRUE,,
,,,INNATO C4,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO M,40 x 40 x 40,9.4,TRUE,TRUE,FALSE,TRUE,,
1467,26-11-2024,144,INNATO C4,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,30x30x30,2,TRUE,TRUE,FALSE,TRUE,,
1468,27-11-2024,143,CARDS,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,TRUE,,
1469,28-11-2024,142,CARDS,,,FALSE,FALSE,TRUE,19-04-2025,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,TRUE,,
1472,28-11-2024,142,INNATO C4,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,30x30x30,2,TRUE,TRUE,TRUE,TRUE,wordt volgende week zondag opgehaald ,
1473,29-11-2024,141,INNATO Bb3,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,30x30x30,2,TRUE,TRUE,TRUE,TRUE,,
147430-11-24,30-11-2024,140,INNATO C4,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,30x30x30,2,TRUE,TRUE,TRUE,TRUE,,
1475,30-11-2024,140,INNATO C4,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,30x30x30,2,TRUE,TRUE,TRUE,TRUE,,
1476,30-11-2024,140,CARDS,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,TRUE,,
1477,30-11-2024,140,INNATO C4,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,30x30x30,2,TRUE,TRUE,FALSE,TRUE,,
1478,1-12-2024,139,CARDS,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE,FALSE,FALSE,TRUE,,
1479,1-12-2024,139,INNATO E4,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,30x30x30,1.7,TRUE,TRUE,FALSE,TRUE,,
1480,1-12-2024,139,ZEN M,,T,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,ZEN M,15x15x15,0.5,TRUE,TRUE,FALSE,TRUE,,
1481,2-12-2024,138,CARDS,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0.5,FALSE,TRUE,FALSE,TRUE,,
1482,2-12-2024,138,CARDS,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,TRUE,,
1470,28-11-2024,142,INNATO Bb3,432,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,Voor luis naar nieuw adress Mexico,
1471,28-11-2024,142,DOUBLE G#3,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,TRUE,TRUE,TRUE,TRUE,Idem,
1486,4-12-2024,136,INNATO E4,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,30x30x30,1.7,TRUE,TRUE,FALSE,TRUE,,
1489,6-12-2024,134,INNATO E4,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,Mee naar India,
1466,25-11-2024,145,INNATO B3,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO M,30x30x30,1.9,TRUE,TRUE,TRUE,TRUE,,
14832-12-24,2-12-2024,138,INNATO B3,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO M,30x30x30,1.9,TRUE,TRUE,TRUE,TRUE,,
1484,3-12-2024,137,DOUBLE C4,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,DOUBLE L,20 x 20 x 20,0.8,TRUE,TRUE,TRUE,TRUE,,
1487,4-12-2024,136,NATEY C4,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY M,30 x 12 x 12,0.5,TRUE,TRUE,TRUE,TRUE,,
1488,4-12-2024,136,NATEY D4,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY M,30 x 12 x 12,0.5,TRUE,TRUE,TRUE,TRUE,,
1490,6-12-2024,134,NATEY C4,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO M,30 x 12 x 12,0.5,TRUE,TRUE,TRUE,TRUE,,
1491,7-12-2024,133,INNATO D#4,440,T,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO S,30x30x30,1.6,TRUE,TRUE,TRUE,TRUE,,
1495,15-12-2024,125,DOUBLE C4,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ZEN L,20 x 20 x 20,0.9,TRUE,TRUE,TRUE,TRUE,,
1496,16-12-2024,124,ZEN L,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ZEN L,20 x 20 x 20,0.7,TRUE,TRUE,TRUE,TRUE,tune in E,
1497,17-12-2024,123,INNATO C4,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO M,30x30x30,1.8,TRUE,TRUE,TRUE,TRUE,,
1536,1-2-2025,77,INNATO E4,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO S,30x30x30,1.6,TRUE,TRUE,TRUE,TRUE,,
same,,,DOUBLE A3,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,DOUBLE L,,,TRUE,TRUE,TRUE,TRUE,,
1499,18-12-2024,122,NATEY D4,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY M,30 x 12 x 12,0.4,TRUE,TRUE,TRUE,TRUE,,
1503,20-12-2024,120,INNATO A3,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,35 x 35 x 35,2.2,TRUE,TRUE,TRUE,TRUE,,
1506,27-12-2024,113,NATEY F#4,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY M,20 x 20 x 20,,TRUE,TRUE,TRUE,TRUE,,
same,samen,#VALUE!,DOUBLE B3,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,DOUBLE L,,,TRUE,TRUE,TRUE,TRUE,,
1507,28-12-2024,112,INNATO A3,432,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,35 x 35 x 35,2.2,TRUE,TRUE,TRUE,TRUE,,
1508,28-12-2024,112,NATEY D4,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY M,30 x 12 x 12,0.4,TRUE,TRUE,TRUE,TRUE,,
1509,29-12-2024,111,NATEY A3,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY L,30 x 12 x 12,0.5,TRUE,TRUE,TRUE,TRUE,,
1510,29-12-2024,111,INNATO A3,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,35 x 35 x 35,2.2,TRUE,TRUE,TRUE,TRUE,,
1511,31-12-2024,109,INNATO G#3,432,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,35 x 35 x 35,2.4,TRUE,TRUE,TRUE,TRUE,,
1513,3-1-2025,106,INNATO C4,432,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO M,30x30x30,1.8,TRUE,TRUE,TRUE,TRUE,,
1514,5-1-2025,104,INNATO D4,440,T,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO S,30x30x30,1.7,TRUE,TRUE,TRUE,TRUE,,
1519,12-1-2025,97,INNATO A3,432,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,35 x 35 x 35,2.2,TRUE,TRUE,TRUE,TRUE,,
1426,16-11-2024,154,INNATO G3,432,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XXL,35x35x30,2.6,TRUE,FALSE,FALSE,FALSE,,
1485,3-12-2024,137,NATEY G#4,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY S,15x15x15,0.5,TRUE,TRUE,FALSE,FALSE,,
1492,9-12-2024,131,NATEY A4,432,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY S,15x15x15,0.5,TRUE,TRUE,FALSE,FALSE,,
1493,10-12-2024,130,NATEY A4,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY S,15x15x15,0.5,TRUE,TRUE,FALSE,FALSE,,
1494,12-12-2024,128,INNATO B3,432,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO L,31 x 31 x 31,1.9,TRUE,TRUE,FALSE,FALSE,Traveling in maart,
1556,,,INNATO E4,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,samen,TRUE,TRUE,FALSE,FALSE,samen met 1498,
1498,18-12-2024,122,INNATO A3,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,35x35x30,3.0,TRUE,TRUE,FALSE,FALSE,samen met 1556,
1500,18-12-2024,122,INNATO Bb3,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,35x35x30,2,TRUE,TRUE,FALSE,FALSE,Need to be Bbm,
1501,20-12-24,120,INNATO A3,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO M,35x35x30,3.1,TRUE,TRUE,FALSE,FALSE,Komt terug verkeerde stemming,
1502,2-12-2024,138,NATEY A4,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY S,15x15x15,0.5,TRUE,TRUE,FALSE,FALSE,,
1504,21-12-2024,119,NATEY A4,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY S,15x15x15,0.5,TRUE,TRUE,FALSE,FALSE,,
1457,16-11-2024,154,NATEY G3,440,TB,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1505,25-12-2024,115,CARDS,,,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,FALSE,FALSE,,
1512,3-1-2025,106,INNATO F#3,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XXL,35x35x30,2.7,TRUE,TRUE,FALSE,FALSE,,
1516,9-1-2025,100,DOUBLE Bb3,440,SB,TRUE,TRUE,TRUE,15-03-2025,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DOUBLE L,20 x 20 x 20,1,TRUE,TRUE,FALSE,FALSE,,
1517,10-1-2025,99,NATEY F#4,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY M,30 x 12 x 12,0.5,TRUE,TRUE,FALSE,FALSE,,
1549,27-2-2025,51,INNATO G#3,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,35x35x30,2.4,TRUE,TRUE,FALSE,FALSE,,
1520,16-1-2025,93,INNATO A3,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XL,31 x 31 x 31,1.9,TRUE,TRUE,FALSE,FALSE,,
1521,16-1-2025,93,INNATO G3,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO XXL,31 x 31 x 31,,TRUE,TRUE,FALSE,FALSE,,
1522,17-1-2025,92,NATEY C4,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY M,30 x 12 x 12,0.5,TRUE,TRUE,FALSE,FALSE,,
1523,19-1-2025,90,DOUBLE C4,432,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,DOUBLE M,20 x 20 x 20,0.8,TRUE,TRUE,FALSE,FALSE,,
1524,19-1-2025,90,INNATO B3,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO L,31 x 31 x 31,1.9,TRUE,TRUE,FALSE,FALSE,,
1525,20-1-2025,89,ZEN M,440,T,TRUE,TRUE,TRUE,25-03-2025,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1526,20-1-2025,89,INNATO A3,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1527,21-1-2025,88,NATEY G#4,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY S,15x15x15,0.5,TRUE,TRUE,FALSE,FALSE,,
1528,22-1-2025,87,ZEN L,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1529,22-1-2025,87,NATEY C4,432,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY M,30 x 12 x 12,0.5,TRUE,TRUE,FALSE,FALSE,,
1530,22-1-2025,87,CARDS,,,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,FALSE,,
same,,,DOUBLE B3,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1531,25-1-2025,84,INNATO D#4,432,T,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO S,31 x 31 x 31,1.7,TRUE,TRUE,FALSE,FALSE,,
1532,26-1-2025,83,INNATO B3,432,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO L,31 x 31 x 31,1.9,TRUE,TRUE,FALSE,FALSE,,
1533,26-1-2025,83,NATEY E4,440,TB,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NATEY M,30 x 12 x 12,.5,TRUE,TRUE,FALSE,FALSE,,
1534,26-1-2025,83,INNATO D#4,440,B,TRUE,TRUE,TRUE,19-04-2025,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,INNATO S,31 x 31 x 31,1.5,TRUE,TRUE,FALSE,FALSE,,
1535,27-1-2025,82,CARDS,,,TRUE,TRUE,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,FALSE,FALSE,,
1537,1-2-2025,77,INNATO A3,440,B,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1538,4-2-2025,74,NATEY E4,440,C,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1539,8-2-2025,70,INNATO F3,440,C,TRUE,TRUE,TRUE,19-04-2025,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1540,11-2-2025,67,INNATO A3,432,SB,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1541,13-2-2025,65,INNATO C4,440,SB,TRUE,TRUE,TRUE,19-04-2025,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
,,,DOUBLE G3,440,TB,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
,,,ZEN L,440,B,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1543,20-2-2025,58,INNATO C4,440,B,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1544,22-2-2025,56,NATEY C#4,440,B,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1545,24-2-2025,54,NATEY A4,440,SB,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1546,25-2-2025,53,INNATO Em3,432,B,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1547,26-2-2025,52,INNATO Bb3,432,C,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1548,27-2-2025,51,INNATO A3,440,SB,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1550,1-3-2025,49,INNATO F#3,432,B,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1551,2-3-2025,48,ZEN L,440,B,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1552,5-3-2025,45,INNATO G3,432,B,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1553,7-3-2025,43,NATEY G3,440,TB,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
1554,7-3-2025,43,NATEY G#3,440,TB,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,
